"ID","METHOD_CLASS"
"6oea","x-ray"
"1q6i","x-ray"
"7k7c","x-ray"
"3qu1","x-ray"
"4dp4","x-ray"
"5sb0","x-ray"
"6p3u","x-ray"
"4m54","x-ray"
"6of8","x-ray"
"4zn4","x-ray"
"1o0a","x-ray"
"3d6c","x-ray"
"2osa","x-ray"
"2qa2","x-ray"
"5sya","x-ray"
"4w7z","x-ray"
"6vro","x-ray"
"4wor","x-ray"
"4fr0","x-ray"
"2ck4","nmr"
"3ojt","x-ray"
"6toy","x-ray"
"3cd3","x-ray"
"4hkh","x-ray"
"2yrd","nmr"
"5xpf","x-ray"
"3eql","x-ray"
"4fga","x-ray"
"2hf4","x-ray"
"5pr6","x-ray"
"1zgu","nmr"
"4g0f","x-ray"
"3tl8","x-ray"
"6dyi","x-ray"
"6plc","x-ray"
"2r1y","x-ray"
"4ceo","x-ray"
"6oj3","em"
"2obh","x-ray"
"6rji","x-ray"
"7pmy","em"
"7o84","x-ray"
"6qu0","x-ray"
"1zrz","x-ray"
"4j3w","x-ray"
"5tt4","x-ray"
"1kw0","x-ray"
"6j93","x-ray"
"1k3l","x-ray"
"4el6","x-ray"
"1nw2","x-ray"
"4jgx","x-ray"
"6xhb","x-ray"
"3bl3","x-ray"
"6e6a","x-ray"
"6j60","em"
"4n5p","x-ray"
"1kxh","x-ray"
"1rl0","x-ray"
"2rsh","nmr"
"4wog","x-ray"
"7k53","em"
"6u0j","x-ray"
"4zxb","x-ray"
"3khb","x-ray"
"4v16","x-ray"
"5lb2","x-ray"
"5vqp","x-ray"
"1mpp","x-ray"
"5xdk","x-ray"
"3vqh","x-ray"
"7l6m","em"
"4ywy","x-ray"
"1x43","nmr"
"4awp","x-ray"
"2p06","x-ray"
"4ewe","x-ray"
"3qpw","x-ray"
"1jdc","x-ray"
"3flm","x-ray"
"6p8o","x-ray"
"5fyl","x-ray"
"6t59","em"
"3ecd","x-ray"
"6xpq","x-ray"
"4zvn","x-ray"
"5b3s","x-ray"
"2xeq","x-ray"
"2dj9","nmr"
"4xh4","x-ray"
"5sld","x-ray"
"3fel","x-ray"
"6k7d","x-ray"
"2my3","nmr"
"2e9u","x-ray"
"3uie","x-ray"
"7k0b","x-ray"
"4i8w","x-ray"
"2aty","sas"
"6p05","x-ray"
"6z7c","x-ray"
"4lj5","x-ray"
"3uqg","x-ray"
"6sbt","x-ray"
"3g15","x-ray"
"5z6t","x-ray"
"5xbo","nmr"
"6g8q","x-ray"
"4jax","x-ray"
"6zau","x-ray"
"6o3c","x-ray"
"2cj0","x-ray"
"1e8c","x-ray"
"6s8j","em"
"5yco","x-ray"
"5acv","x-ray"
"3vxx","x-ray"
"6hxl","x-ray"
"7xsr","em"
"7lf6","em"
"3eo4","x-ray"
"1hu9","x-ray"
"3n1o","x-ray"
"2v1j","x-ray"
"6b81","x-ray"
"5opp","x-ray"
"2cso","nmr"
"6qzt","x-ray"
"3zzm","x-ray"
"7ps0","x-ray"
"3x1j","x-ray"
"7lur","x-ray"
"4hll","x-ray"
"3ur7","x-ray"
"1wcl","nmr"
"3bpo","x-ray"
"1n9n","x-ray"
"4za4","x-ray"
"1q09","x-ray"
"5zi1","x-ray"
"2wmb","x-ray"
"3zz8","x-ray"
"4j72","x-ray"
"2o8l","x-ray"
"5n63","x-ray"
"4b0o","x-ray"
"7aeq","x-ray"
"1i4u","x-ray"
"1n7j","x-ray"
"2def","nmr"
"2fcp","x-ray"
"4j0z","x-ray"
"7ti0","x-ray"
"3u9d","x-ray"
"4k7m","x-ray"
"1fvm","x-ray"
"6i96","x-ray"
"5f36","x-ray"
"3r5d","x-ray"
"4zrg","x-ray"
"5l3a","x-ray"
"3fm4","x-ray"
"7ky6","em"
"6y4f","x-ray"
"2wuw","x-ray"
"4zpz","x-ray"
"6vmx","x-ray"
"5krw","nmr"
"3lip","x-ray"
"1ihw","nmr"
"4e76","x-ray"
"6ssf","x-ray"
"3q6l","x-ray"
"7kyk","x-ray"
"2h49","nmr"
"6kid","x-ray"
"4biz","x-ray"
"5x2i","x-ray"
"3ua1","x-ray"
"5sxc","x-ray"
"6v1x","em"
"2r2j","x-ray"
"6cps","x-ray"
"1gfr","x-ray"
"5c38","x-ray"
"2cse","em"
"1fxv","x-ray"
"4bwu","x-ray"
"7dgk","x-ray"
"2r2h","x-ray"
"2o4k","x-ray"
"1x6f","nmr"
"7btq","em"
"1cn1","x-ray"
"3ead","x-ray"
"4krg","x-ray"
"6upd","x-ray"
"6p8c","x-ray"
"3bmv","x-ray"
"6v6w","x-ray"
"7mwv","x-ray"
"5ut7","x-ray"
"4w60","x-ray"
"4lj6","x-ray"
"6mvp","x-ray"
"3g2j","x-ray"
"1t2y","nmr"
"5o01","x-ray"
"3ctq","x-ray"
"7a5z","x-ray"
"6n9b","x-ray"
"7bnm","em"
"2gyz","x-ray"
"2lki","nmr"
"5lh7","x-ray"
"5msb","x-ray"
"6xlr","x-ray"
"5fnv","x-ray"
"5qfe","x-ray"
"6bgv","x-ray"
"7noe","em"
"7mbf","x-ray"
"7v6j","x-ray"
"5v8s","x-ray"
"2c8r","x-ray"
"2gsp","x-ray"
"5rp2","x-ray"
"1d24","x-ray"
"1bzq","x-ray"
"2c9o","x-ray"
"3qny","x-ray"
"1qom","x-ray"
"6b06","x-ray"
"3sl3","x-ray"
"2bf3","x-ray"
"1czv","x-ray"
"6cq3","x-ray"
"3eko","x-ray"
"5pl1","x-ray"
"6jb2","x-ray"
"1oao","x-ray"
"7abm","x-ray"
"4mc2","x-ray"
"2iiy","x-ray"
"6fhc","x-ray"
"2dc8","x-ray"
"3k2i","x-ray"
"5uc7","x-ray"
"6jhn","em"
"5jrx","x-ray"
"3l5e","x-ray"
"6xwf","x-ray"
"7pfb","x-ray"
"1n96","nmr"
"5ls7","x-ray"
"7aky","x-ray"
"3i94","x-ray"
"6y02","x-ray"
"4my4","x-ray"
"3ibs","x-ray"
"2vmc","x-ray"
"5mr2","x-ray"
"6f1s","x-ray"
"4agf","x-ray"
"2jgl","x-ray"
"7jmr","x-ray"
"4pst","x-ray"
"4i22","x-ray"
"5m0o","x-ray"
"5zkm","x-ray"
"6rj3","x-ray"
"4o5w","x-ray"
"1dwx","x-ray"
"7aat","x-ray"
"3s8c","x-ray"
"4fkm","x-ray"
"1nlk","x-ray"
"6jb0","x-ray"
"5eri","x-ray"
"1jc2","nmr"
"3c0m","x-ray"
"2ems","x-ray"
"7cdn","x-ray"
"5myd","x-ray"
"1lii","x-ray"
"4zol","x-ray"
"4w5z","x-ray"
"1aj1","nmr"
"1ni8","nmr"
"4nuq","x-ray"
"5n3g","x-ray"
"4m2v","x-ray"
"7ceh","x-ray"
"4akp","x-ray"
"5zit","x-ray"
"6qo9","x-ray"
"5mhj","x-ray"
"5krj","x-ray"
"1yg6","x-ray"
"6b9s","x-ray"
"5qza","x-ray"
"3aop","x-ray"
"3m2p","x-ray"
"2dea","x-ray"
"6zff","x-ray"
"4zwu","x-ray"
"3cq5","x-ray"
"5u1b","x-ray"
"5l7i","x-ray"
"4anl","x-ray"
"3omq","x-ray"
"1qio","x-ray"
"6l06","x-ray"
"4fv3","x-ray"
"4ggk","x-ray"
"4cl1","x-ray"
"1u2h","x-ray"
"4ctg","em"
"6lsa","x-ray"
"1qcp","x-ray"
"3uv0","x-ray"
"1f6t","x-ray"
"4q7v","x-ray"
"1e2e","x-ray"
"3alq","x-ray"
"3ixy","em"
"6sl2","x-ray"
"1f6y","x-ray"
"7c41","x-ray"
"5bny","x-ray"
"2d8z","nmr"
"4j45","x-ray"
"5c2d","x-ray"
"262l","x-ray"
"5byv","x-ray"
"1ph9","x-ray"
"5c79","x-ray"
"3up5","x-ray"
"5z5e","x-ray"
"7arg","x-ray"
"2hun","x-ray"
"4b9q","x-ray"
"2hrf","nmr"
"1a8f","x-ray"
"5tn1","x-ray"
"2vld","x-ray"
"1uh4","x-ray"
"6iez","x-ray"
"3vdj","x-ray"
"5imd","x-ray"
"5bq7","x-ray"
"3mf7","x-ray"
"2gqi","nmr"
"6n8r","x-ray"
"6y6l","x-ray"
"3lcn","x-ray"
"6faa","x-ray"
"1r1r","x-ray"
"4boc","x-ray"
"6cg8","x-ray"
"1hv7","x-ray"
"3b3d","x-ray"
"4ywa","x-ray"
"4miy","x-ray"
"4fcm","x-ray"
"1ukh","x-ray"
"6zuy","nmr"
"6dpa","x-ray"
"5eoq","x-ray"
"3j35","em"
"6bho","nmr"
"3o43","x-ray"
"6mtz","x-ray"
"5nt0","x-ray"
"6jah","x-ray"
"6hv7","x-ray"
"5gzb","x-ray"
"7kbx","nmr"
"1szr","x-ray"
"2vkj","x-ray"
"5jir","x-ray"
"3myf","x-ray"
"4cae","x-ray"
"4v2c","x-ray"
"4q3d","x-ray"
"2n0s","nmr"
"3eao","x-ray"
"6kgh","x-ray"
"5aek","x-ray"
"3toi","x-ray"
"6yyi","x-ray"
"6mdo","em"
"2d87","nmr"
"5joj","nmr"
"1o37","x-ray"
"4n02","x-ray"
"2npp","x-ray"
"6pec","x-ray"
"2z90","x-ray"
"1l9d","x-ray"
"6vy4","x-ray"
"6juu","x-ray"
"1akp","nmr"
"4i24","x-ray"
"4f8f","x-ray"
"6ute","x-ray"
"5ikl","x-ray"
"6qz7","x-ray"
"7a9n","x-ray"
"6b2s","x-ray"
"7dhl","x-ray"
"5or1","x-ray"
"6yqn","x-ray"
"2zov","x-ray"
"4ohb","x-ray"
"3h67","x-ray"
"2duz","x-ray"
"1bhn","x-ray"
"2bp0","x-ray"
"3v03","x-ray"
"6o2u","x-ray"
"2bj9","x-ray"
"1pwe","x-ray"
"3oph","x-ray"
"2kbm","nmr"
"2xat","x-ray"
"7ve3","x-ray"
"7ngn","x-ray"
"6a0h","x-ray"
"7u1v","x-ray"
"4ayk","nmr"
"2gid","x-ray"
"5hj0","x-ray"
"1o06","x-ray"
"3mm9","x-ray"
"1hrj","nmr"
"3nzk","x-ray"
"5fmr","x-ray"
"1jvb","x-ray"
"1sqn","x-ray"
"1tlk","x-ray"
"6yzc","x-ray"
"1isi","x-ray"
"6p5m","x-ray"
"3ps2","x-ray"
"4nz8","x-ray"
"4yhc","x-ray"
"3dcs","x-ray"
"4j9e","x-ray"
"6lvn","x-ray"
"5e29","x-ray"
"2kga","nmr"
"5wz3","x-ray"
"2w1a","x-ray"
"1tn9","nmr"
"1x65","nmr"
"2xwg","x-ray"
"4xt7","x-ray"
"1nmj","nmr"
"2j14","x-ray"
"6wdz","x-ray"
"1ths","x-ray"
"7bpp","nmr"
"6in0","x-ray"
"5cz9","x-ray"
"6jpe","x-ray"
"6dbi","em"
"2mag","nmr"
"2ycb","x-ray"
"4tli","x-ray"
"3dgm","x-ray"
"7jsw","em"
"2dc5","x-ray"
"6sot","x-ray"
"6rkh","x-ray"
"6how","x-ray"
"4xgw","x-ray"
"7cow","x-ray"
"5y5h","x-ray"
"2rt9","nmr"
"3k7f","x-ray"
"5mm9","x-ray"
"5ipx","x-ray"
"2alb","nmr"
"5uzh","x-ray"
"2v41","x-ray"
"3mxj","x-ray"
"4gbl","x-ray"
"6l9m","x-ray"
"6cam","x-ray"
"5fel","x-ray"
"6og1","em"
"5inh","x-ray"
"4x22","x-ray"
"4qwn","x-ray"
"2var","x-ray"
"5xmd","x-ray"
"6qff","x-ray"
"2bpu","x-ray"
"5f2y","x-ray"
"5ind","x-ray"
"6t8n","x-ray"
"7nf0","x-ray"
"4u1m","x-ray"
"7vdp","x-ray"
"3vb6","x-ray"
"2ysq","nmr"
"6is9","x-ray"
"6o4p","x-ray"
"5g5k","x-ray"
"2nwx","x-ray"
"5j11","x-ray"
"4id1","x-ray"
"7lxq","x-ray"
"5ppi","x-ray"
"1pux","nmr"
"4n5c","x-ray"
"5hac","x-ray"
"4ytn","x-ray"
"2ogs","x-ray"
"3uwc","x-ray"
"1rbf","x-ray"
"3o3l","x-ray"
"4jbg","x-ray"
"3oib","x-ray"
"6kjt","x-ray"
"2x8p","x-ray"
"5u7p","x-ray"
"4itp","x-ray"
"5yj6","x-ray"
"6eim","x-ray"
"3s9d","x-ray"
"3knr","x-ray"
"3qb4","x-ray"
"5tb1","em"
"5nil","em"
"7jll","x-ray"
"4ry9","x-ray"
"5em6","x-ray"
"5hhv","x-ray"
"5cek","x-ray"
"2oip","x-ray"
"7l73","x-ray"
"5xoy","x-ray"
"4mhe","x-ray"
"6kn8","em"
"7f9v","x-ray"
"1wka","x-ray"
"2xxt","x-ray"
"5xyb","x-ray"
"3h70","x-ray"
"4nl9","x-ray"
"7lex","em"
"3trg","x-ray"
"3qbe","x-ray"
"1zpt","x-ray"
"6x7o","x-ray"
"4ric","x-ray"
"6stt","x-ray"
"1ph3","x-ray"
"1fqq","nmr"
"5nnu","x-ray"
"5uj7","x-ray"
"3cxs","x-ray"
"1x98","x-ray"
"2b7a","x-ray"
"2f5x","x-ray"
"2lba","nmr"
"2wml","x-ray"
"2lne","nmr"
"5f5h","x-ray"
"5csw","x-ray"
"2ci4","x-ray"
"4bm7","x-ray"
"4eo5","x-ray"
"2o3c","x-ray"
"2xmp","x-ray"
"3tz2","x-ray"
"2mvx","nmr"
"5n2x","x-ray"
"6nyf","em"
"3aa0","x-ray"
"6stg","x-ray"
"6bfx","x-ray"
"2fef","x-ray"
"2euc","x-ray"
"2j8d","x-ray"
"6rqx","x-ray"
"6ygv","x-ray"
"5kam","x-ray"
"2i4s","x-ray"
"6y2m","x-ray"
"5kcl","x-ray"
"4opn","x-ray"
"1de7","x-ray"
"2k1y","nmr"
"1k9o","x-ray"
"5sur","x-ray"
"4dkn","x-ray"
"4dtg","x-ray"
"7nwl","em"
"2ytx","nmr"
"2i7p","x-ray"
"7e7q","em"
"4gii","x-ray"
"6v79","x-ray"
"5fd6","x-ray"
"5vhx","em"
"6b6c","x-ray"
"6ztx","x-ray"
"5gjr","em"
"3d4q","x-ray"
"2h8n","x-ray"
"2djb","nmr"
"3a0i","x-ray"
"3wex","x-ray"
"7ogy","x-ray"
"7ac2","x-ray"
"2fk7","x-ray"
"1lzh","x-ray"
"2g5m","nmr"
"6vzh","x-ray"
"2e1c","x-ray"
"7dno","x-ray"
"4qxf","x-ray"
"5yvq","x-ray"
"5hxi","x-ray"
"2fk3","x-ray"
"1q8n","nmr"
"3b35","x-ray"
"2vgb","x-ray"
"4e1d","x-ray"
"7aql","x-ray"
"3qx1","x-ray"
"5zhr","x-ray"
"6w2z","x-ray"
"5xsf","x-ray"
"6jce","nmr"
"2rk1","x-ray"
"2d9o","nmr"
"1mxc","x-ray"
"4pwf","x-ray"
"6kht","x-ray"
"3ztc","x-ray"
"4q4h","x-ray"
"6i0i","x-ray"
"7jtv","x-ray"
"1ptj","x-ray"
"6vw8","x-ray"
"5o1k","x-ray"
"3wn6","x-ray"
"5k0g","x-ray"
"1j3u","x-ray"
"1li1","x-ray"
"1vka","x-ray"
"2xte","x-ray"
"2kmj","nmr"
"3hhj","x-ray"
"6s23","x-ray"
"7eb1","nmr"
"6rll","x-ray"
"1hxm","x-ray"
"7a1l","x-ray"
"2i4l","x-ray"
"6gec","x-ray"
"5w5a","x-ray"
"5cdh","x-ray"
"2edv","nmr"
"3fhz","x-ray"
"7ly5","x-ray"
"3qq0","x-ray"
"6vmc","x-ray"
"1niu","x-ray"
"2ghl","x-ray"
"5o4y","x-ray"
"2pan","x-ray"
"5ec2","x-ray"
"3ea1","x-ray"
"1wbr","nmr"
"2r5q","x-ray"
"2vea","x-ray"
"3vql","x-ray"
"3nbe","x-ray"
"1c7t","x-ray"
"3go0","x-ray"
"4yel","x-ray"
"2qod","x-ray"
"2zw0","x-ray"
"4e3y","x-ray"
"7lgb","x-ray"
"6m6w","x-ray"
"1b4j","x-ray"
"3zvd","x-ray"
"2enb","x-ray"
"7e2s","x-ray"
"6rey","em"
"4l8f","x-ray"
"3vxc","x-ray"
"5vnl","x-ray"
"1yya","x-ray"
"2c8l","x-ray"
"2yxb","x-ray"
"2hg8","x-ray"
"2csx","x-ray"
"4u0p","x-ray"
"2iez","x-ray"
"7lpf","x-ray"
"1acj","x-ray"
"5qmj","x-ray"
"5uod","x-ray"
"7k2g","x-ray"
"3ebk","x-ray"
"5exj","x-ray"
"5u86","x-ray"
"4hzo","x-ray"
"7bn1","x-ray"
"3rst","x-ray"
"2aao","x-ray"
"5vad","x-ray"
"1dfh","x-ray"
"2ofs","x-ray"
"3q5k","x-ray"
"5mnr","x-ray"
"4g6w","x-ray"
"6ifn","x-ray"
"2nu8","x-ray"
"4udo","x-ray"
"3odg","x-ray"
"5axv","x-ray"
"4lqp","x-ray"
"5ttx","x-ray"
"2j4k","x-ray"
"2qg9","x-ray"
"6k3e","x-ray"
"5w8k","x-ray"
"2jvj","nmr"
"3f4f","x-ray"
"4e6e","x-ray"
"6q0v","x-ray"
"3a42","x-ray"
"7on0","x-ray"
"3kmg","x-ray"
"1us1","x-ray"
"3rvp","x-ray"
"4ax8","x-ray"
"3wp3","x-ray"
"3i2l","x-ray"
"6kcl","x-ray"
"6hj2","x-ray"
"3rtw","x-ray"
"6sk0","em"
"3ib1","x-ray"
"4reh","x-ray"
"2mc6","nmr"
"3grc","x-ray"
"7jkc","em"
"7nm4","nmr"
"1nvr","x-ray"
"5cvb","x-ray"
"1wqc","nmr"
"6nss","x-ray"
"6gsr","em"
"7cp8","x-ray"
"4bow","x-ray"
"3e51","x-ray"
"1ex2","x-ray"
"6sqy","x-ray"
"4la3","x-ray"
"3hrm","x-ray"
"2yd8","x-ray"
"5u4t","x-ray"
"2fbk","x-ray"
"6b4z","x-ray"
"3dfn","x-ray"
"4xhc","x-ray"
"3gx8","x-ray"
"3k7g","x-ray"
"5pwp","x-ray"
"4isy","x-ray"
"4f3y","x-ray"
"3n5k","x-ray"
"6cgk","x-ray"
"4kt3","x-ray"
"4c1q","x-ray"
"3k6h","x-ray"
"5l1r","x-ray"
"6mky","x-ray"
"1lu2","x-ray"
"5etp","x-ray"
"4ho4","x-ray"
"405d","x-ray"
"2kiq","nmr"
"4m41","x-ray"
"4o7i","x-ray"
"3vlh","x-ray"
"1kpg","x-ray"
"2x2r","x-ray"
"2jac","x-ray"
"1etz","x-ray"
"1yxw","x-ray"
"1lfp","x-ray"
"4jik","x-ray"
"7kzy","x-ray"
"6ehi","x-ray"
"5uk2","em"
"4lou","x-ray"
"6xy4","x-ray"
"5c0u","x-ray"
"6cp9","x-ray"
"5jlv","x-ray"
"1jvw","x-ray"
"3qor","x-ray"
"4wsy","x-ray"
"5a8h","em"
"4gxb","x-ray"
"2gx1","nmr"
"3cv6","x-ray"
"6na5","x-ray"
"3ncy","x-ray"
"2c0y","x-ray"
"6qcu","x-ray"
"2jk7","x-ray"
"6rmt","x-ray"
"6ann","x-ray"
"5q4t","x-ray"
"4iwd","x-ray"
"4ohp","x-ray"
"3b7j","x-ray"
"2k1d","nmr"
"1ga0","x-ray"
"2woa","x-ray"
"1bmc","x-ray"
"7szf","x-ray"
"4bpb","x-ray"
"4x9d","x-ray"
"3ebz","x-ray"
"1lyq","x-ray"
"3pvs","x-ray"
"4uxb","x-ray"
"6dv5","x-ray"
"1exm","x-ray"
"3hsw","x-ray"
"4p4n","x-ray"
"4iec","x-ray"
"6evl","x-ray"
"2vaa","x-ray"
"3kbg","x-ray"
"2ojk","x-ray"
"4rko","x-ray"
"3p9k","x-ray"
"2yax","x-ray"
"3fk0","x-ray"
"3py5","x-ray"
"5vfg","x-ray"
"2o9f","x-ray"
"5qce","x-ray"
"3k37","x-ray"
"6zh9","x-ray"
"4uph","x-ray"
"2did","nmr"
"2zcf","x-ray"
"4go8","x-ray"
"5bn7","x-ray"
"4ayd","x-ray"
"2hmp","x-ray"
"2zf5","x-ray"
"2xzo","x-ray"
"5hek","x-ray"
"6tal","x-ray"
"6nhg","x-ray"
"1gvt","x-ray"
"4eyt","x-ray"
"4cc3","x-ray"
"6vy5","x-ray"
"2ytg","nmr"
"6x2e","x-ray"
"4p0t","x-ray"
"3alm","x-ray"
"2wa7","x-ray"
"3mia","x-ray"
"2q3b","x-ray"
"4idh","x-ray"
"1i05","x-ray"
"4ols","x-ray"
"1q05","x-ray"
"7ltw","x-ray"
"3l6u","x-ray"
"3pzq","x-ray"
"6ms2","x-ray"
"1or2","x-ray"
"6fkw","x-ray"
"6m24","x-ray"
"4jb9","x-ray"
"7tty","x-ray"
"4wci","x-ray"
"2kg2","nmr"
"3oyq","x-ray"
"6vxc","x-ray"
"1eb9","x-ray"
"1nxc","x-ray"
"7bx1","x-ray"
"3r76","x-ray"
"4lx2","x-ray"
"7dh6","x-ray"
"6hlt","x-ray"
"6h1s","x-ray"
"3as0","x-ray"
"4dl2","x-ray"
"6fcy","x-ray"
"2dvq","x-ray"
"5e1n","x-ray"
"7pu5","x-ray"
"6h3k","x-ray"
"2kh8","nmr"
"4gd7","x-ray"
"6fgb","x-ray"
"3tch","x-ray"
"5dfw","x-ray"
"5kax","x-ray"
"1zid","x-ray"
"4wtb","x-ray"
"2fhw","nmr"
"2n3m","nmr"
"3pae","x-ray"
"6gpo","x-ray"
"2kkg","nmr"
"3rvi","x-ray"
"4kkd","x-ray"
"4qvg","x-ray"
"5amb","x-ray"
"1hdp","nmr"
"6tif","x-ray"
"1t5c","x-ray"
"5gmz","x-ray"
"6vcy","x-ray"
"1p11","x-ray"
"315d","x-ray"
"2rf7","x-ray"
"3eq4","em"
"4eos","x-ray"
"6ww5","em"
"4dti","x-ray"
"1asg","x-ray"
"7r9p","x-ray"
"6ent","x-ray"
"6bw1","x-ray"
"6g3c","x-ray"
"2jxj","nmr"
"2y93","x-ray"
"5z7w","x-ray"
"5bsu","x-ray"
"3rpi","x-ray"
"4i5r","x-ray"
"3snn","x-ray"
"1q6y","x-ray"
"7ak0","x-ray"
"1tab","x-ray"
"2jqz","nmr"
"5zf2","x-ray"
"2ixl","x-ray"
"6gcw","x-ray"
"1itl","nmr"
"5fri","x-ray"
"7sxu","em"
"6kek","x-ray"
"7b1u","x-ray"
"1jsn","x-ray"
"1xjd","x-ray"
"4qez","x-ray"
"1id7","nmr"
"3jwo","x-ray"
"2cnn","x-ray"
"4il2","x-ray"
"5cxx","x-ray"
"6vrq","x-ray"
"4hx4","x-ray"
"5ajd","x-ray"
"7evf","x-ray"
"6o3y","x-ray"
"1tdh","x-ray"
"6opy","x-ray"
"3ny0","x-ray"
"7l0c","x-ray"
"5a9r","x-ray"
"5ze4","x-ray"
"5jq6","x-ray"
"5v4b","x-ray"
"3uh3","x-ray"
"1gmu","x-ray"
"3nz0","x-ray"
"2ja2","x-ray"
"1c1z","x-ray"
"4hpp","x-ray"
"1kqr","x-ray"
"6rdk","em"
"6qts","x-ray"
"3vt2","x-ray"
"6b6g","x-ray"
"6si8","em"
"2laj","nmr"
"1ugs","x-ray"
"3ove","x-ray"
"5mar","x-ray"
"5lca","x-ray"
"1fx9","x-ray"
"3fyd","x-ray"
"7f5d","x-ray"
"4bgh","x-ray"
"5pi5","x-ray"
"250l","x-ray"
"3c6o","x-ray"
"5ofy","x-ray"
"5x7l","x-ray"
"2ao7","x-ray"
"4hdq","x-ray"
"3ilj","x-ray"
"7aph","x-ray"
"4of9","x-ray"
"2d0g","x-ray"
"4bda","x-ray"
"2k2e","nmr"
"5p6m","x-ray"
"5fzc","x-ray"
"4eow","x-ray"
"1gw2","x-ray"
"5qm4","x-ray"
"3fq0","x-ray"
"3tg3","x-ray"
"3gwl","x-ray"
"7nji","x-ray"
"5khf","em"
"5eyz","x-ray"
"5ku0","em"
"7ovs","x-ray"
"5akk","x-ray"
"3mpb","x-ray"
"3oa9","x-ray"
"5v8y","x-ray"
"3gjz","x-ray"
"4njj","x-ray"
"2mog","nmr"
"1xmu","x-ray"
"1ytb","x-ray"
"1meh","x-ray"
"6zgd","em"
"3e6e","x-ray"
"3tkf","x-ray"
"5qjc","x-ray"
"7ljb","x-ray"
"3w58","x-ray"
"1xlh","x-ray"
"6szc","nmr"
"5e88","x-ray"
"2vfi","x-ray"
"4gpk","x-ray"
"7r5o","em"
"2ogd","x-ray"
"1s9i","x-ray"
"4lvg","x-ray"
"5p97","x-ray"
"1axe","x-ray"
"7p84","x-ray"
"1v0o","x-ray"
"1djd","nmr"
"2php","x-ray"
"6kyf","x-ray"
"4fe2","x-ray"
"1f33","x-ray"
"7nc5","x-ray"
"4bbn","x-ray"
"4cpd","x-ray"
"4fpv","x-ray"
"3hz1","x-ray"
"3gsg","x-ray"
"6gd6","x-ray"
"3pcg","x-ray"
"6y38","x-ray"
"2ww0","x-ray"
"3fnd","x-ray"
"3kf3","x-ray"
"7bnr","x-ray"
"4lng","x-ray"
"1ipj","x-ray"
"1c09","x-ray"
"4pji","x-ray"
"462d","x-ray"
"6eix","x-ray"
"3l30","x-ray"
"6ypl","x-ray"
"2pfd","x-ray"
"1ckp","x-ray"
"5nc1","x-ray"
"6fe3","x-ray"
"5pet","x-ray"
"2jha","x-ray"
"6a82","x-ray"
"5dt1","x-ray"
"1b85","x-ray"
"5fy7","x-ray"
"1q5z","x-ray"
"7df2","x-ray"
"6ngh","x-ray"
"5em0","x-ray"
"4it8","x-ray"
"2cf8","x-ray"
"3t2x","x-ray"
"3d8e","x-ray"
"1qgp","nmr"
"6ec7","x-ray"
"6kpq","x-ray"
"1l3w","x-ray"
"5a9j","x-ray"
"1ot0","nmr"
"6jzk","x-ray"
"3d6f","x-ray"
"7cha","em"
"3fas","x-ray"
"5ebv","x-ray"
"4w6a","x-ray"
"2jvc","nmr"
"3r40","x-ray"
"5wsh","x-ray"
"7ltt","x-ray"
"5fq5","x-ray"
"3fog","x-ray"
"5f46","x-ray"
"7cel","x-ray"
"4qca","x-ray"
"5sca","x-ray"
"1mwg","nmr"
"6jq5","x-ray"
"4jf8","x-ray"
"4dq4","x-ray"
"1acw","nmr"
"2f88","nmr"
"7jvh","x-ray"
"4g8b","x-ray"
"6d2z","x-ray"
"2z2y","x-ray"
"2bqg","x-ray"
"6gfj","x-ray"
"6jkc","x-ray"
"5vdi","x-ray"
"2h8v","x-ray"
"3ek1","x-ray"
"6ecd","x-ray"
"6udt","x-ray"
"5wbl","x-ray"
"1mai","x-ray"
"3di8","x-ray"
"6ezi","x-ray"
"7n8h","em"
"7qo6","em"
"2dnv","nmr"
"1d9c","x-ray"
"5d09","x-ray"
"5gyq","x-ray"
"3g2q","x-ray"
"1j8h","x-ray"
"1q9p","nmr"
"124d","nmr"
"7bsn","x-ray"
"5lth","x-ray"
"4r4n","x-ray"
"1r49","x-ray"
"5xur","x-ray"
"5ic1","x-ray"
"7mj7","x-ray"
"2jgb","x-ray"
"6ufk","x-ray"
"6stf","x-ray"
"2bdj","x-ray"
"1v7c","x-ray"
"7sjq","x-ray"
"5ffb","x-ray"
"2n73","nmr"
"4gnd","x-ray"
"4whn","x-ray"
"1w9e","x-ray"
"5qy0","x-ray"
"1eyj","x-ray"
"3esi","x-ray"
"3ler","x-ray"
"4p9w","x-ray"
"4iol","x-ray"
"7kx1","x-ray"
"5eq7","x-ray"
"1dsm","nmr"
"6zz3","x-ray"
"6whh","x-ray"
"5hp7","x-ray"
"2fko","x-ray"
"2f6l","x-ray"
"4bu9","x-ray"
"1j27","x-ray"
"4rrc","x-ray"
"4y35","x-ray"
"1xik","x-ray"
"4au7","x-ray"
"3nfm","x-ray"
"2k9j","nmr"
"2dcf","x-ray"
"4ngm","x-ray"
"6k2s","x-ray"
"4r0j","x-ray"
"7ore","x-ray"
"5ewo","x-ray"
"3fcj","x-ray"
"5vax","x-ray"
"3wx6","x-ray"
"2eix","x-ray"
"3hfq","x-ray"
"6chm","x-ray"
"7e4r","x-ray"
"2per","x-ray"
"3kk4","x-ray"
"2fki","nmr"
"5h1b","em"
"1smg","nmr"
